ITEM,Custom1,Custom2
292386,SEA ASPARAGUS,H-1
292387,FRENCH CLEANED BEANS,
292388,LONG BEANS,H-1
292389,CELLO GARLIC,
292390,FRESH RADISH,
292391,BITTERMELON,
292392,CROOKNECK SQUASH,
292393,ZUCCHINI SQUASH,MEDIUM
292394,ZUCCHINI SQUASH,
292395,BROCCOLI BUDS,
292396,CAULIFLOWER BUDS,
292397,CARROTS,"3/8"" DICED"
292398,CARROTS,"1/8"" SLICED"
292399,CARROTS,"1"" STEW CUT"
292400,DASHEEN TARO,ARAIMO
292501,HEARTS OF PALM STALKS,
292502,HEARTS OF PALM,
292504,BABY FRISEE ENDIVE,
292505,BELGIAN ENDIVE,
292506,BROCOLINI,
292507,GOLD,BEETS
292509,VALENCIA ORANGE,
292601,ROMAINE LETTUCE,
292602,CELLO SPINACH,
292604,ROMAINE LETTUCE,CHOPPED
292607,STRING BEANS,CLEANED
292608,LETTUCE,TOSS
292609,SPRING MIX,
292610,GARLIC,PEELED
292611,ROMAINE HEARTS ,
292612,BABY PEELED CARROTS,
292613,SHALLOTS,PEELED
292614,SHALLOTS,
292615,BROCOLI FLORETS,
292616,COLESLAW MIX,
292617,LONG BEANS,
292618,STRING BEANS,
292701,TI LEAVES,
292703,DENDROBRIUM ORCHIDS,
292705,SHIITAKE MUSHROOMS,
292706,PORTABELLA MUSHROOM,
292709,CRIMINI MUSHROOM,
292720,PICKLED FUKUJIN ZUKE RADISH,
292721,PICKLED HARIHARI ZUKE,
292722,PICKLED SAKURA ZUKE RADISH,
292723,PICKLED SHIBA ZUKE,
292724,TAKUAN PICKLED RADISH,
292725,GINGER PICKLED,
292726,GINGER PICKLED KIZAMI SHOGA ,
292727,EDAMAME SOYBEANS,IN PODS
292728,PICKLED CUCUMBER,AO KAPPA ZUKE
292729,DASHI KONBU,
292730,TAKUAN PICKLED RADISH,
292731,KAMPYO SEASONED GOURD,
292732,GRATED DAIKON MOMIJI OROSHI,
292734,PICKLED CUCUMBER,AO KAPPA
292735,PICKLED SHIBAZUKE,CUC/EPLNT/GING
292736,PICKLED RED FUKUJINZUKE,
292737,PICKLED RADISH SAKURAZUKE,
292738,PICKLED GINGER PINK AMASUZUKE,
292739,WHOLE TAKUAN,
292740,PICKLED REG GINGER,JULIENNE CUT
292741,PICKLED GARLIC,PEELED
292742,TINY GREEN PICKLED PEPPER,
292743,TAKUAN,YON BON
292744,TAKUAN,4MM SLICED
292745,TAKUAN,FOR SUSHI
292746,KIM CHEE WON BOK,
292747,KIM CHEE WON BOK,
292748,KIM CHEE,CUT
292749,RADISH DRIED STRIPS,SEASONED
292750,MEDIUM MUSHROOM,
292751,ENOKI MUSHROOM,
292752,HAMAKUA MUSHROOM,H-1
292753,SHIMEIJI MUSHROOM,BROWN
292754,SHIMEIJI MUSHROOM,WHITE
292755,ASPARAGUS,
292801,THYME,ORGANIC
292802,LEMONGRASS,H-1
292803,ROSEMARY,LOCAL/ORGANIC
292804,DILL,LOCAL
292807,OREGANO,LOCAL/ORGANIC
292808,BASIL,LOCAL
292809,MINT,LOCAL/ORGANIC
292812,AMERICAN PARSLEY,H-1
292815,AMARANTH,MICRO TRAY
292816,ARUGULA,MICRO TRAY
292817,CHISO,MICRO TRAY
292818,CILANTRO,MICRO TRAY
292819,GREENS,MICRO TRAY
292820,ONION GREEN,MICRO TRAY
292821,MINT,MICRO TRAY
292822,MIZUNA,MICRO TRAY
292823,BASIL MINI,MICRO TRAY
292824,THAI BASIL,MICRO TRAY
292825,THAI BASIL,
292826,GARLIC CHIVES,
292827,ONION CHIVES,
292828,DILL,
292829,LAAVENDER,
292830,LEMON GRASS,
292831,LEMON THYME,
292832,LEMON VERBANA,
292833,MARJORAM,
292834,MINT,
292835,OREGANO,
292836,CHINESE PARSLEY,
292837,ITALIAN PARSLEY,
292838,ROSEMARY,
292839,SAGE,
292840,TARRAGON,
292841,THYME,
292842,ARUGULA,WILD
292843,BASIL,
292844,THAI BASIL,ORGANIC
292845,THAI BASIL,ORGANIC
292846,THAI BASIL,
292847,CHIVES,"ORGANIC, H-1"
292848,CHIVES,H-1
292849,MARJORAM,H-1
292850,MINT,H-1
292851,MINT,H-1
292852,VIETNAMESE MINT,H-1
292853,ROSEMARY,H-1
292854,SAGE,H-1
292855,TARRAGON,H-1
292856,THYME,"ORGANIC, H-1"
292857,HERBBIRD,"ORGANIC, H-1"
292861,CHINESE PARSLEY,H-1
292862,ITALIAN PARSLEY,H-1
295026,STRAWBERRIES,FRESH
295103,BLUEBERRIES,FRESH
295104,BLACKBERRIES,FRESH
295105,RASPBERRIES,FRESH
295106,BLUEBERRIES,BASKET
295201,LEMON,PACKAGE
295202,FRESH LEMON,
295204,LIME LEAF,
295205,NAVEL ORANGES,
295206,LEMON CHOICE,
295207,LIMES,
295208,CLEMENTINE ,TANGERINES
295209,ORANGES,
295210,NAVEL ORANGES,
295211,NAVEL ORANGES,
295212,LIMES,
295301,SEEDLESS WATERMELON,
295303,HONEYDEW,FRESH
295310,GOLD PINEAPPLE,7'S
295312,CANTALOUPE,FRESH
295318,AVOCADO,HASS
295319,AVOCADO,FRESH HASS
295320,MANGO,
295323,FUJI APPLES,
295324,GREEN COOKING PAPAYA,
295327,GRAPES,RED SEEDLESS
295328,PAPAYA,H-1
295329,PAPAYA,
295330,GRANNY SMITH APPLE,
295331,AVOCADO,HASS
295333,PINEAPPLE,3/4 CUT
295334,HONEYDEW,3/4 CUT
295335,CANTALOUPE,3/4 CUT
295337,FUJI APPLE,
295338,GRANNY SMITH APPLE,
295339,KIWI,
295340,GREEN GRAPES,SEEDLESS
295341,RIPE BANANAS,
295342,KOREAN PEARS,
295343,SEEDLESS GREN GRAPES,
295344,CANTALOUPE,
295345,HONEYDEW,
295346,SEEDLESS WATERMELON,
295347,GALA APPLE,
295348,SEEDLESS GREEN GRAPES,
295349,SEEDLESS RED GRAPES,
295356,DANJOU PEARS,
295357,BOSC PEARS,
295358,CARROTS,
299150,BASIL LEAVES,
299153,GARLIC POWDER,SPICE
299156,BASIL LEAVES,WHOLE
300101,WAX SANDWICH BAG,"6X.75X6.5"""
300107,HOT DOG FOIL BAG,3.5X1.5X9
300154,ZIPGUARD BAG,GALLON 10X10
300155,ZIPGUARD BAG,QUART 7X8
300156,ZIPGUARD BAG,2 GALLON FREEZER
300166,SANDWICH BAG,"6.5X7.5"""
300173,ZIPGUARD BAG,SANDWICH 6.5X6 LD
300201,BUN PAN BAG,"27X37"" ROLL PK"
300208,ZIPLESS BAG ,GALLON
300212,ZIPLESS BAG ,"PINT 6.5X6"""
300213,ZIPLESS BAG ,"QUART 7X8"""
301007,SPRMRT PAPER BAG,W/HANDLE
301012,PAPER BAG,LB #30
301013,PAPER BAG,8 LB #35
301014,PAPER BAG,12LB #40
301019,PAPER BAG,6 LB #35
301020,PAPER SHORTY BAG,20LB 40#
301021,PAPER BAG,20LB 40#
301022,PAPER BAG,66LB
301023,PAPER BAG,2LB #30
301026,PAPER GROCERY BAG,12LB
301027,PAPER GROCERY BAG,8LB
303004,LD CAN LINERS,BLACK 30-40 GAL
303053,POLY BAG 1.2 ML,8X4X18 LD
303060,HD CAN LINERS,CLEAR 60 GAL
303061,LD CAN LINERS,BLACK 60 GAL
303062,HD CAN LINERS,CLEAR 12-16 GAL
303063,HD CAN LINERS,CLEAR 33 GAL
303064,HD CAN LINERS,CLEAR 56 GAL
303065,HD CAN LINERS,CLEAR 50 GAL
303066,LD CAN LINERS,BLACK 56 GAL
303067,LD CAN LINERS,BLACK 60 GAL
303071,LD CAN LINERS,60 GAL
309041,T-SHIRT BAG,MD 10X6X20
309049,T-SHIRT BAG,LG 13X8X24
309051,T-SHIRT BAG,SM 8X5X16
309052,T-SHIRT BAG,M/L 11.5X6.5X21
310114,RECTANGLE CONTAINER,12 OZ BLK/CLR
310116,RECTANGLE CONTAINER,38 OZ BLK/CLR
310117,RECTANGLE CONTAINER,28 OZ BLK/CLR
310143,SANDWICH CONTAINER,6X6X3
310153,HINGED CONTAINER,MED 1 CMP
310156,HINGED CONTAINER,LRG 1CMP
310158,HINGED CONTAINER,SMALL HINGED 1CMP
310159,HINGED CONTAINER,MED 3 CMP
310161,HINGED CONTAINER,"MED, 3CMP, WHT FIBER"
310191,DELI CONTAINER,32 OZ
310192,DELI CONTAINER LID,FOR 24/32OZ
310202,SUSHI CNTR COMBO,5X7
311005,HINGED CONTAINER,"LRG 9X9X3"""
311010,HINGED CONTAINER,"MEDIUM 8X8X3"""
311023,SALAD CONTAINER,24 OZ BLACK BOWL
311026,SQUARE BOWL LID,DOME
312001,FOAM CUP LID,12OZ
312002,VENTED LID,FL8V
312003,VENTED LID,L32V
312004,8 OZ WHT FOAM CNTR,LID FL8V
312005,12 OZ FOAM CONTAINER,LID FL8V
312006,8 OZ FOAM BOWL,LID FL8V
312007,SAIMIN BOWL,32 OZ FOAM
312008,32 OZ FOAM CONTAINER,LID L32V
312009,16 OZ FOAM CONTAINER,LID FL8V
312010,20 OZ VENTED LID,
312011,4 OZ FOAM SQUAT,LID FL4NV 
312012,NON-VENTED LID,FL4NV
312014,HINGED CONTAINER,3CMP
312021,SQUAT LID,24/32OZ
312040,SQUAT CONTAINER,LID L32V
312064,FOAM BOWL W/ LID,32OZ
313013,SANDWICH CONTAINER,"MED 6X6X3"""
313017,FOAM CONTAINER,"MEDIUM, 1 CMP"
313018,SMARTLOCK CNTNR,"LARGE, 1 CMP"
313019,FOAM CONTAINER,"MEDIUM, 3 CMP"
313020,FOAM CONTAINER,"LARGE, 1 CMP"
313021,SMARTLOCK CNTNR,"MEDIUM, 1 CMP"
313022,FOAM CONTAINER,"LARGE, 3 CMP"
313023,HINGED FOAM PLATE,"6-1/4"""
313024,FOAM PLATE,"8-3/4"""
313025,FOAM LUAU TRAY,5 CMP
313026,HINGED CONTAINER,1CMP
313028,HOAGIE CONTAINER,HINGED
313029,BENTO BOX,"MEDIUM, CLEAR"
313030,BENTO BOX,"LARGE, CLEAR"
313031,SUSHI BOX,OBLONG CLEAR
313032,BENTO BOX SETS,BLK/CLR
313038,HINGED CONTAINER,LARGE 3 CMP
313051,FOAM CONTAINER,"5-3/4"" 1 CMP"
313053,HONTAI WHITE PLASTIC,BOWL
313058,HINGED CONTAINER,"MEDIUM, 1 CMP"
313059,HINGED CONTAINER,"MEDIUM, 3 CMP"
314009,16 OZ FOOD TRAY,RED PLAID
314010,32 OZ FOOD TRAY,RED PLAID
314012,48 OZ FOOD TRAY,RED PLAID
314013,80 OZ FOOD TRAY,RED PLAID
314016,4 OZ FOOD TRAY,RED PLAID
314017,8 OZ FOOD TRAY,RED PLAID
314029,4-CUP CARRIER,8-32OZ CUPS
314033,4-CUP CARRIER,8-24OZ CUPS
314043,SM CARRY OUT TRAY,9.25X6.87X2.75
314060,HINGED CONTAINER,SML WHT FIBER
314063,HINGED CONTAINER,LRG 1CMP WHT FIBER
314071,HOAGIE CONTAINER,"1 CMP, 9X6X3"""
314075,HOAGIE CONTAINER,2CMP EARTH CHOICE
314090,4-CUP CARRIER,
314092,HOAGIE CONTAINER,"9X6X3"""
315024,DELI CONTAINER,16 OZ LID #315026
315025,DELI CONTAINER,32 OZ LID #315026
315026,DELI CONTAINER LID,8-32 OZ
315027,DELI CONTAINER,8 OZ CLEAR
315028,DELI CONTAINER,12 OZ CLEAR
315033,DELI CONTAINER,24OZ
315034,VENTED LID,FOR WORLD ART CONTAINER
315035,SOUP CONTAINER,32 OZ WORLD ART
315036,SOUP CONTAINER,16OZ WORLD ART
315037,SOUP CONTAINER,12OZ WORLD ART
315038,8 OZ PAPER CNTR,WORLD ART
315045,SOUFFLE CUP,2OZ SUGARCANE
315046,SOUFFLE CUP LID,2OZ SUGARCANE
319002,HALF STEAM PAN ,"1-11/16"" SHALLOW"
319003,STEAM PAN (HALF),"2-9/16"" DEEP"
319011,STEAM PAN (FULL),"2-3/16"" MEDIUM"
319012,STEAM PAN (FULL),"1-11/16"" SHALLOW"
319018,HALF PAN COVER ,ALUM FOIL
319019,PAN COVER (FULL),ALUM FOIL
319020,HALF STEAM PAN ,"2-3/16"" MEDIUM"
319022,STEAM PAN (FULL),RETAIL SHALLOW
319026,STEAM PAN COVER,FULL
319027,STEAM PAN,HALF
319028,FULL STEAM PAN ,DEEP
319044,STEAM PAN (FULL),"3-3/8"" DEEP"
319048,BENTO BOX DOME ,COVER
319092,LOAF PAN,1-1/2 LB OBLONG
319171,TAKEOUT CONTAINER,16OZ SMARTSERV
319182,TAKEOUT CONTAINER,BIO PLUS EARTH #4
319200,#3 BIO PAK CNTR,7.75X5.5X2.5
320103,FOAM CUP LID,L8V
320107,8OZ FOAM CUP,LID L8V / #3320103
320110,12OZ FOAM CUP,
320114,12OZ FOAM CUP,
320125,16OZ FOAM CUP,LID 16LTS / #320126
320126,FOAM CUP LID,16LTS
320142,TAKEOUT CONTAINER,BIO PLUS EARTH #1
320144,TAKEOUT CONTAINER,BIO PLUS EARTH #8
321004,PERFECTOUCH DOME LID,
321062,16OZ COLD CUP,LID #321069
321069,COLD STRAW LID,FITS 12-21 OZ
321090,WHITE DOME FOR LID,12/16/20/24 OZ
321116,12 OZ PRFCTCH CUP,LID #321004
321117,16 OZ PRFCTCH CUP,LID #321004
321120,16OZ PAPER HOT CUP,
321121,PAPER CUP LID,FITS 10-20 OZ
321122,12OZ PAPER HOT CUP,
321124,20 OZ HOT PAPER CUP,PLAIN WHITE
323001,SOUP CUP,SMALL
323005,KIDS PIRATE CUP,W/ LID & STRAW
323006,SHAVE ICE COVER,SMALL
323010,PLASTIC DOME LID,
323011,22 OZ PLASTIC CUP,POSSMEI Y-700HU5
323012,16 OZ PLASTIC CUP,YM-500
323013,12OZ PLASTIC CUP,12OZ
323015,7OZ PLASTIC CU P,7OZ
323016,16OZ PLASTIC CUP,16OZ 
323017,FLAT CUP LID,"""B"" LID"
323019,CLEAR PET CUP,16/18 OZ
323020,20OZ PET CUP,CLEAR
323021,12/14OZ PET CUP,CLEAR
323026,20 OZ PLASTIC CUP,
323028,10 OZ PLASITIC CUP,ULTRA CLR PET
323035,FLAT LID W/STRAW,12 & 20 OZ X SLOT
323036,9 OZ SQUAT CUP,
323038,24OZ PET CUP,CLEAR
323047,DOME LID W/HOLE,12-24 OZ
323048,12 OZ COLD CUP,COMPOSTABLE
323049,16 OZ COLD CUP,COMPOSTABLE
323050,20 OZ COLD CUP,COMPOSTABLE
323051,24 OZ COLD CUP,COMPOSTABLE
323052,ECO PRODUCTS FLAT LID,
323053,ECO PRODUCTS DOME LID,
325002,BAKING CUP,4.5X2X1.25
327003,PAPER SOUFFLE CUP,1OZ TALL WHITE
327007,SOUFFLE CUP,.75 OZ TRANSLUCENT
327039,SOUFFLE CUP,1 OZ TRANSLUCENT
327040,SOUFFLE CUP,.75OZ TRANSLUCENT
327049,SOUFFLE LID,1.5/2OZ
327050,SOUFFLE LID,.75/1OZ CLEAR
327053,SOUFFLE LID,5.5OZ CLEAR
327058,SOUFFLE CUP,3.25OZ TRANSLUCENT
327059,SOUFFLE CUP,4OZ TRANSLUCENT
327060,SOUFFLE CUP,5.5OZ TRANSLUCENT
327061,SOUFFLE CUP,2 OZ BLACK
327062,SOUFFLE CUP,2OZ TRANSLUCENT
327095,SOUFFLE LID,3-4OZ CLEAR
327110,32 OZ COLD CUP,PATHWAY
327115,SOUFFLE CUP,5.5 OZ
327116,SOUFFLE CUP,2 OZ TRANSLUCENT
327117,SOUFFLE LID,CLR 3.25/4/5.5 OZ
327118,SOUFFLE LID,CLR 2 OZ
329002,PLASTIC SHOT GLASS,2 OZ CLEAR
329022,JAVA JACKET SLEEVE,LARGE
329025,SMALL PETITE BOWL,BLACK
330102,POLYPROPYLENE FORK,WHITE MEDIUM WT
330105,PLASTIC SPOON,CHINESE
330110,POLYSTY SOUP SPOON,BLACK HVY/MED WT
330119,POLYSTYRENE FORK,BLACK HEAVY WT
330120,POLYSTYRENE KNIFE,BLACK HEAVY WT
330121,POLYSTYRENE SPOON,BLACK HEAVY WT
330129,POLYPROPYLENE SPORK,
330130,POLYPROPYLENE SPOON,WHITE MED WT
330132,TASTING SPOON,"3"" WHITE"
330137,SILVER FORK,"7"""
330138,SILVER SPOON,"6.25"""
330139,SILVER KNIFE,"7.5"""
330143,PLSTC TASTING GLASS,3.5 OZ SQUARE
330144,PLSTC TASTING GLASS,1.75 OZ SQUARE
330145,"4.2"" TASTING FORK",REFLECTIONS
330163,POLYSTYRENE FORK,WHITE HEAVY WT
330165,POLYSTYRENE KNIFE,WHITE HEAVY WT
330166,POLYSTYRENE SPOON,WHITE HEAVY WT
330169,POLYPROPYLENE KNIFE,WHITE MEDIUM WT
330175,PLASTIC SPOON,"6"""
330179,BIODEGRADABLE FORK,"6"" WHITE"
330180,BIODEGRADABLE SPOON,"5.75"" WHITE"
330181,BIODEGRADABLE KNIFE,"6.25"" WHITE"
330187,SERVING FORK,"9"" BLACK"
330188,SERVING SPOON,"9"" BLACK"
330189,SERVING TONGS,"9"" BLACK"
330191,SHAVE ICE SPOONS,"7"""
330208,SILVER FORK,"7"""
330209,SILVER KNIFE,"7"""
330210,SILVER SPOON,"7"""
330211,CHAMPAGNE GLASS,4 OZ 2 PIECE
330212,WINE GLASS,5 OZ 2 PIECE
330213,SQUAT TUMBLER,5 OZ
330214,SQUAT TUMBLER,9 OZ
330215,TUMBLER,12 OZ
330216,SERVING UTENSILS,CLEAR
330217,"9"" TONGS",CLEAR
330218,SERVING UTENSILS,"10"""
330221,"16"" CASUAL PACK",TRAYS & LIDS
330226,TRAY & LID PACK,"12"""
331000,JUMBO STRAWS,"BLACK 7.75"""
331002,JUMBO SPOON STRAWS,RED
331003,FLEX STRAWS,"WHITE 7.75"""
331023,JUMBO STRAWS,"7.75"" CLEAR"
331024,JUMBO STRAWS,"7.75"" CLEAR, WRAPPED"
331026,JUMBO STRAWS,"7.75"" RED"
331028,STIR STRAWS,"5.5"" RED/WHITE"
331029,FAT STRAWS,"8"" NEON ASSORTED"
331035,SLIM STRAWS,"8"" BLACK COLLINS"
331036,SLIM STRAWS,"8"" RED COLLINS"
331040,JUMBO STRAWS,"5-3/4"" BLACK"
331041,FAT STRAWS,"10.5"" BLACK"
331042,FAT STRAWS,"8"" BLACK"
331043,STIR STRAWS,"5.25"" BLACK"
331054,BAMBOO PICK,"4.5"" KNOTTED"
331057,COFFEE STIR,"5.5"" WOODEN ROUND END"
331059,JUMBO STRAWS,"7.75"" BLUE"
331060,GIANT STRAWS,"7.75"" GREEN"
331065,SWORD PICKS,"3"""
331074,BAMBOO PICKS,"4.5"" KNOT"
331082,COFFEE STIR,"5.5"" WOOD ROUND END"
331083,BAMBOO PICK,"4"" KNOTTED"
331085,CUT STRAWS,SHARP (L)
332001,WOODEN CHOPSTICKS,"8"""
332005,RND TOOTH PICK,CELLO WRAP
332007,"3"" FRILL PICKS",COLOR
332011,RND MINT TOOTH PICKS,IND CELL WRAP
332012,RND TOOTH PICKS,IND CELL WRAP
332014,BAMBOO CHOPSTICKS,"9"""
332020,"4"" FRILL PICKS",COLOR
339012,CUTLERY KIT,
339013,CUTLERY KIT,K/F/S/N WHITE MEDIUM
339014,CUTLERY KIT,K/F/S/N/S&P WHT MED
339017,PLANTWARE FORK,"6"" WHITE"
349014,"8"" BAMBOO SKEWERS",
349015,"8"" BAMBOO SKEWERS",
349016,"6"" BAMBOO SKEWERS",
349018,BAMBOO SKEWERS,"6"""
350105,"4"" CAMBRIDGE PAPER DOILIES",
350106,"6"" CAMBRIDGE PAPER DOILIES",
350107,"8"" CAMBRIDGE PAPER DOILIES",
350108,"5"" CAMBRIDGE PAPER DOILIES",
350111,"10"" CAMBRIDGE PAPER DOILIES",
350122,GLD GRK KEY COASTER,"3-3/8"" ROUND"
350123,WHITE PLACEMAT,"10""X14"" "
352028,CHOCOLATE SYRUP ,SQUEEZE BOTTLE
352033,BEVERAGE NAPKIN,"10X10"" BLACK 2 PLY"
352034,NAPKIN BANDS,"1-1/2X4-1/4"" WHITE FLAT"
352036,BEVERAGE NAPKIN,"9.5X9.5"" WHITE 2PLY"
352042,BOUNTY PAPER NAPKIN,
352051,COCKTAIL NAPKIN,OUTRIGGER CANOE CLUB
352058,TALL FOLD NAPKIN,"7X13.5"" WHITE"
352060,FULL FOLD NAPKIN,"12X17"" WHITE"
352061,LIGHT DUTY TOWELS,2 PLY WIPERS
352062,EMBOSSED NAPKIN,EASYNAP DISPENSER
352073,XPRESSNAP NAPKIN,"8.5X13"" WHITE"
352076,LINEN NAPKIN,"14.5X14.5"" WHITE FLAT"
352078,BEVERAGE NAPKIN,"9X9"" 1/4 FOLD 1PLY"
352079,XPRESSNAP NAPKIN,"8.5X13"" NATURAL"
352081,DINNER NAPKIN,"16X15"" WHITE 2PLY"
352084,DINNER NAPKIN,"15X17"" NATURAL 2PLY"
352085,WHT LINEN-LIKE NAP.,16X16 FLAT
352087,DINNER NAPKIN,"15X17"" WHITE 2PLY"
352090,LINEN NAPKIN,"16X16"" BLACK FLAT"
352094,NAPKIN,FULL FOLD NATURAL
353008,BOUNTY TOWEL ROLL,REGULAR 
353009,TOILET PAPER,"CHARMIN BASIC, 1PLY"
353010,C PULL TOWEL,WHITE
353011,MULTIFOLD TOWEL,"9.25X9.5"" WHITE"
353023,TOWEL ROLL,"10""X800' ENMOTION"
353024,TOWEL ROLL,"8.25""X700' ENMOTION"
353037,FOODSERVICE TOWEL,13X21 BLUE STRIP
353040,FOODSERVICE TOWEL,13X21 MED DUTY
353041,SC TOWEL ,WHITE
353042,SC TOWEL ,BLUE
353043,SC TOWEL,RED
353047,WET NAP WIPES,INDIVIDUAL PACKETS
353054,TOWEL ROLL,"11X8.8"" 2PLY"
353056,TOWEL ROLL,NON PERFORATED
353058,TOWEL ROLL,NATURAL
353059,GUEST NAPKIN,LINEN-LIKE WHITE 
353067,DINNER NAPKIN,1/8 FOLD WHITE 2PLY
353068,DINNER NAPKIN,1/8 FOLD RED 2PLY
353069,DINNER NAPKIN,1/8 FOLD BLACK 2PLY
353070,DINNER NAPKIN,1/8 FOLD GOLD 2PLY
353071,BEVERAGE NAPKIN,1/4 FOLD WHITE 2PLY
353072,BEVERAGE NAPKIN,1/4 FOLD RED 2PLY
353073,BEVERAGE NAPKIN,1/4 FOLD BLACK 2PLY
353074,BEVERAGE NAPKIN,1/4 FOLD GOLD 2PLY
353075,SANITIZING WIPES,PURELL
353076,NAPKIN,17X17 PRE-WRAPPED
354002,TOILET PAPER,2PLY
354010,TOILET SEAT COVER,1/2 FOLD
354011,TOILET SEAT COVER,1/2 FOLD
354017,TOILET PAPER,"2 PLY, JUMBO"
359001,COFFEE FILTERS,12 CUP
359003,REGISTER ROLL,"3""X165'"
359009,REGISTER ROLL,CONCESSION
359010,REGISTER ROLL,"3.13""X200' THERMAL"
359011,CHEF HAT,"9"" LE CLASSIC"
359012,OVERSEAS HAT,
359014,CHEF HAT,"7"" LE CLASSIC"
359016,CHEF HAT,"7"" WHITE FLUTED"
359017,CHEF HAT,"9"" WHITE FLUTED"
359041,PIZZA BOX,12X12X1
359042,PIZZA BOX,14X14X1
359043,PIZZA BOX,16X16X1
359044,PIZZA BOX,10X10X1
359045,WHT B-FLUTE PIZZA BX,18X18X1-5/8
359046,PIZZA BOX,10X10X1.5
359048,CHIPBOARD PIZZA BOX,10X10X1.5
359049,CHIPBOARD PIZZA BOX,LC 12X12X1.5
359051,CAKE CIRCLE,"9"""
359052,CAKE CIRCLE,"10"""
359054,CAKE CIRCLE,"8"""
359057,CAKE CIRCLE,"12"""
359058,CAKE BOX,8X8X3
359059,CAKE BOX,8X8X4
359060,CAKE BOX,9X9X3
359064,GUEST CHECK,CARBON 2PT GRN 18LN
359065,GUEST CHECK,NO CARB 2PT BLU 15LN
359068,CAKE BOX,10X10X4
359069,CAKE BOX,10X10X5.5
359089,COFFEE FILTERS,"1.5GL 13.75X5.25"""
359095,COFFEE FILTERS,"6 GAL URN 20X8"""
359103,CAKE CIRCLE,"16"""
359118,4/BOX KID'S RULE,CRAYONS
359143,PIZZA BOX,7X7
359165,TABLE COVER,"40""X150' BLACK POLY"
359167,TABLE COVER,"40""X150' GOLD POLY"
359168,TABLE COVER,"40""X150' RED POLY"
359169,TABLE COVER,"40""X150' WHITE POLY"
359171,TABLE COVER,"54""X108' BLACK RECT"
359172,TABLE COVER,"54""X108' GOLD RECT"
359174,TABLE COVER,"54""X108' RED RECT"
359176,TABLE COVER,"54""X108' WHITE RECT"
359187,DAY DOTS MONDAY,"2X2"" 250/RL"
359188,DAY DOTS TUESDAY,"2X2"" 250/RL"
359189,DAY DOTS WEDNESDAY,"2X2"" 250/RL"
359190,DAY DOTS THURSDAY,"2X2"" 250/RL"
359191,DAY DOTS FRIDAY,"2X2"" 250/RL"
359192,DAY DOTS SATURDAY,"2X2"" 250/RL"
359193,DAY DOTS SUNDAY,"2X2"" 250/RL"
359199,"2"" USE FIRST LABEL",500 ROLL
359325,CAKE BOX,FULL SHEET
359326,CAKE BOX,1/2 SHEET
359327,CAKE BOX,1/4 SHEET
360112,PAPER PLATE,"6"" BASIC WHITE"
360113,PAPER PLATE,"9"" BASIC WHITE"
360116,FOAM PLATE,"6"" WHITE"
360124,FOAM BOWL,12 OZ WHITE
360125,FOAM PLATE,"8-7/8"" WHITE"
360191,"12"" CATERING TRAY",BLACK ROUND
360193,"16"" CATERING TRAY",BLACK ROUND
360194,"16"" TRAY DOME LID",2.75 HT
360195,"18"" CATERING TRAY",BLACK ROUND
360197,"12"" TRAY DOME LID",2.75 HT
360198,"18"" TRAY DOME LID",2.75 HT
360203,FOAM TRAY,5 COMP
360216,CLEAR BOWL,160OZ
360217,BOWL DOME LID,160OZ
360251,CATERING TRAY,"12"" ROUND ALUMINUM"
360252,CATERING TRAY,"16"" ROUND ALUMINUM"
360253,CATERING TRAY,"18"" ROUND ALUMINUM"
360254,DOME LID,"12"" ALUMINUM TRAY"
360255,DOME LID,"16"" ALUMINUM TRAY"
360256,DOME LID,"18"" ALUMINUM TRAY"
360257,SERVING TRAY,"12"" ROUND"
360258,SERVING TRAY,"16"" ROUND"
360259,SERVING TRAY,"18"" ROUND"
361007,MOLDED FIBER PLATE,"10"" 3 COMPARTMENT"
361010,MOLDED FIBER PLATE,"8.75"""
361011,MOLDED FIBER PLATE,"6.75"""
361012,MOLDED FIBER PLATE,"10"""
361013,MOLDED FIBER PLATE,"12"" OVAL"
361016,MOLDED FIBER PLATE,"12"" OVAL"
362010,PLASTIC PLATE,"6"" BLACK"
362011,PLASTIC PLATE,"10.25"" BLACK"
362012,"7"" PLASTIC PLATE",BLACK HEFTY
362022,SQUARE PLATE,"2.5"" BLACK"
362023,CLASSICWARE PLATE,"6"" WHITE"
362024,CLASSICWARE PLATE,"10.25"" WHITE"
362029,CLASSICWARE PLATE,"9"" WHITE"
362030,CLASSICWARE PLATE,"7.5"" WHITE"
362033,CLASSICWARE PLATE,"6"" BLACK"
362039,CLASSICWARE PLATE,"6"" CLEAR"
362041,CLASSICWARE PLATE,"6"" BLACK"
362042,CLASSICWARE PLATE,"7.5"" CLEAR"
362044,CLASSICWARE PLATE,"7.5"" BLACK"
362045,CLASSICWARE PLATE,"9"" CLEAR"
362047,CLASSICWARE PLATE,"9"" BLACK"
362048,CLASSICWARE PLATE,"10.25"" CLR"
362050,CLASSICWARE PLATE,"10.25"" BLK"
362051,MILAN COCKTAIL PLATE,CLEAR
362052,MILAN COCKTAIL PLATE,WHITE
362053,MILAN COCKTAIL PLATE,BLACK
362054,MILAN DESSERT PLATE,CLEAR
362055,MILAN DESSERT PLATE,WHITE
362056,MILAN DESSERT PLATE,BLACK
362057,MILAN SALAD PLATE,CLEAR
