,slot,ORIGINAL DESCRIP,DESCRIP LINE 1,Description line 2,CHARACTERS,,UNIT OF MEASURE,WEIGHT CORRECTION,CONVERSION,OMIT,DESCRIP 1,DESCRIP 2,,,,,,
737154,#N/A,#N/A,PICK MOLD,MINI,,#N/A,EA,,1.00,Y,,,,,,,,
737157,#N/A,#N/A,PILLOW MOLD,,,#N/A,EA,,1.00,Y,,,,,,,,
737158,#N/A,#N/A,AMORE MOLD,,,#N/A,EA,,1.00,Y,,,,,,,,
737159,,#N/A,AMORINI MOLD,,,#N/A,EA,,1.00,Y,,,,,,,,
737161,#N/A,#N/A,ARMONIA MOULD,SILICONE,,#N/A,EA,,1.00,Y,,,,,,,,
737163,#N/A,#N/A,GENOISE MOULD,SILICONE,,#N/A,EA,,1.00,Y,,,,,,,,
773563,#N/A,#N/A,ICING,KEY LIME NATURAL,,#N/A,OZ,,16.00,,,,,,,,,
3773560,#N/A,#N/A,ICING,SALTED CARAMEL,,#N/A,OZ,,16.00,,,,,,,,,
3773561,#N/A,#N/A,ICING,TIRAMISU NATURAL,,#N/A,OZ,,16.00,,,,,,,,,
3773562,#N/A,#N/A,ICING,RED VELVET NATURAL,,#N/A,OZ,,16.00,,,,,,,,,
3773564,#N/A,#N/A,ICING,BUBBLE GUM NATURAL,,#N/A,OZ,,16.00,,,,,,,,,
3773565,#N/A,#N/A,ICING,MAPLE BACON NATURAL,,#N/A,OZ,,16.00,,,,,,,,,
3773566,#N/A,#N/A,ICING,WILD STRAWBERRY,,#N/A,OZ,,16.00,,,,,,,,,
3773568,#N/A,#N/A,ICING,PINEAPPLE NATURAL,,#N/A,OZ,,16.00,,,,,,,,,
737162,#N/A,#N/A,VORTEX MOULD,SILICONE,,#N/A,EA,,1.00,Y,,,,,,,,
737171,#N/A,#N/A,SUSHI MAKI MOULD,SILICONE,,#N/A,EA,,1.00,Y,,,,,,,,
3773556,#N/A,#N/A,ARTISAN,PASSION FRUIT,,#N/A,LB,,1.00,,,,,,,,,
3773554,#N/A,#N/A,ARTISAN,WILD STRAWBERRY,,#N/A,LB,,1.00,,,,,,,,,
733570,#N/A,#N/A,ARTISAN,RASPBERRY,,#N/A,LB,,1.00,,,,,,,,,
737164,#N/A,#N/A,SATURN MOULD,SILICONE,,#N/A,EA,,1.00,Y,,,,,,,,
737156,#N/A,#N/A,GLOBE MOLD,,,#N/A,EA,,1.00,Y,,,,,,,,
737165,#N/A,#N/A,MATELASSE MOULD,SILICONE,,#N/A,EA,,1.00,Y,,,,,,,,
737168,#N/A,#N/A,CHOCOGIANGUIA MOULD,SILICONE,,#N/A,EA,,1.00,Y,,,,,,,,
737169,#N/A,#N/A,MINI TRUFFLES MOULD,SILICONE,,#N/A,EA,,1.00,Y,,,,,,,,
737172,#N/A,#N/A,SUSHI NIGIRI MOULD,SILICONE,,#N/A,EA,,1.00,Y,,,,,,,,
3058011,#N/A,#N/A,VANILLA SOFT SERVE,DRY MIX,,#N/A,LB,,1.00,,,,,,,,,
3058013,#N/A,#N/A,CHOCOLATE SOFT SERVE,DRY MIX,,#N/A,LB,,1.00,,,,,,,,,
3250184,#N/A,#N/A,CHOCOLATE SAUCE,CONE DIP,,#N/A,LB,,1.00,,,,,,,,,
3113501,#N/A,#N/A,OSSO BUCCO PORK,16-18 OZ FORESHANK,,#N/A,CT,,1.00,,,,,,,,,
291723,#N/A,#N/A,GREEN LEAF LETTUCE,24'S ,,#N/A,LB,,1.00,,,,,,,,,
114729,#N/A,#N/A,CHICKEN THIGH,BL/SL MAR NAT IQF,,#N/A,LB,,1.00,,,,,,,,,
3114729,#N/A,#N/A,CHICKEN THIGH,BL/SL MAR NAT IQF,,#N/A,LB,,1.00,,,,,,,,,
194137,#N/A,#N/A,WHITE SHRIMP,21-25 IQF PDTO,,#N/A,LB,,1.00,,,,,,,,,
3194137,#N/A,#N/A,WHITE SHRIMP,21-25 IQF PDTO,,#N/A,LB,,1.00,,,,,,,,,
3130217,#N/A,#N/A,MACADAMIA OIL,HAWAII'S GOLD,,#N/A,OZ,,1.00,,,,,,,,,
3021009,#N/A,#N/A,100% KONA COFFEE,WHOLE BEAN,,#N/A,OZ,,1.00,,,,,,,,,
21012,#N/A,#N/A,100% KONA COFFEE,WHOLE BEAN,,#N/A,LB,,1.00,,,,,,,,,
3021012,#N/A,#N/A,100% KONA COFFEE,WHOLE BEAN,,#N/A,LB,,1.00,,,,,,,,,
130212,#N/A,#N/A,MACADAMIA OIL,HAWAII'S GOLD,,#N/A,OZ,,1.00,,,,,,,,,
3130212,#N/A,#N/A,MACADAMIA OIL,HAWAII'S GOLD,,#N/A,OZ,,1.00,,,,,,,,,
130213,#N/A,#N/A,MACADAMIA OIL,GARLIC ISLE,,#N/A,OZ,,1.00,,,,,,,,,
3130213,#N/A,#N/A,MACADAMIA OIL,GARLIC ISLE,,#N/A,OZ,,1.00,,,,,,,,,
130214,#N/A,#N/A,MACADAMIA OIL,KAUAI HERB,,#N/A,OZ,,1.00,,,,,,,,,
3130214,#N/A,#N/A,MACADAMIA OIL,KAUAI HERB,,#N/A,OZ,,1.00,,,,,,,,,
130216,#N/A,#N/A,MACADAMIA OIL,HALEIWA HEAT,,#N/A,OZ,,1.00,,,,,,,,,
3130216,#N/A,#N/A,MACADAMIA OIL,HALEIWA HEAT,,#N/A,OZ,,1.00,,,,,,,,,
130222,#N/A,#N/A,MACADAMIA OIL,GARLIC ISLE,,#N/A,OZ,,1.00,,,,,,,,,
3130222,#N/A,#N/A,MACADAMIA OIL,GARLIC ISLE,,#N/A,OZ,,1.00,,,,,,,,,
130223,#N/A,#N/A,MACADAMIA OIL,KAUAI HERB,,#N/A,OZ,,1.00,,,,,,,,,
3130223,#N/A,#N/A,MACADAMIA OIL,KAUAI HERB,,#N/A,OZ,,1.00,,,,,,,,,
130224,#N/A,#N/A,MACADAMIA OIL,PELE'S FIRE,,#N/A,OZ,,1.00,,,,,,,,,
3130224,#N/A,#N/A,MACADAMIA OIL,PELE'S FIRE,,#N/A,OZ,,1.00,,,,,,,,,
130215,#N/A,#N/A,MACADAMIA OIL,PELE'S FIRE,,#N/A,OZ,,1.00,,,,,,,,,
3130215,#N/A,#N/A,MACADAMIA OIL,PELE'S FIRE,,#N/A,OZ,,1.00,,,,,,,,,
130225,#N/A,#N/A,MACADAMIA OIL,HALEIWA HEAT,,#N/A,OZ,,1.00,,,,,,,,,
3130225,#N/A,#N/A,MACADAMIA OIL,HALEIWA HEAT,,128 OZ,OZ,,1.00,,,,,,,,,
3041034,#N/A,#N/A,SAGE DERBY CHEESE,,,#N/A,LB,,1.00,,,,,,,,,
175013,#N/A,#N/A,PINEAPPLE DRESSING,,,#N/A,OZ,,1.00,,,,,,,,,
175014,#N/A,#N/A,MAUI ONION DRESSING,,,#N/A,OZ,,1.00,,,,,,,,,
175015,#N/A,#N/A,LILIKOI DRESSING,,,#N/A,OZ,,1.00,,,,,,,,,
184520,#N/A,#N/A,PINEAPPLE BBQ SAUCE,SPICY,,#N/A,OZ,,1.00,,,,,,,,,
184521,#N/A,#N/A,HAWAIIAN SHRIMP,MARINADE,,#N/A,OZ,,1.00,,,,,,,,,
184522,#N/A,#N/A,POKE SAUCE,,,#N/A,OZ,,1.00,,,,,,,,,
224008,#N/A,#N/A,SEA SALT,,,#N/A,OZ,,1.00,,,,,,,,,
229005,#N/A,#N/A,MACADAMIA NUT ,SEASONING,,#N/A,OZ,,1.00,,,,,,,,,
229006,#N/A,#N/A,POKE SEASONING,,,#N/A,OZ,,1.00,,,,,,,,,
240174,#N/A,#N/A,MAUI SUGAR ,SEASONING,,#N/A,OZ,,1.00,,,,,,,,,
3063608,#N/A,#N/A,CR‘ME BRULEE MIX,ORIGINAL,,#N/A,OZ,,1.00,,,,,,,,,
3063609,#N/A,#N/A,CR‘ME BRULEE MIX,KONA COFFEE,,#N/A,OZ,,1.00,,,,,,,,,
3063610,#N/A,#N/A,CR‘ME BRULEE MIX,MANGO,,#N/A,OZ,,1.00,,,,,,,,,
3063611,#N/A,#N/A,CR‘ME BRULEE MIX,PINEAPPLE,,#N/A,LB,,1.00,,,,,,,,,
292516,#N/A,#N/A,BRUSSEL SPROUTS,,,#N/A,LB,,1.00,,,,,,,,,
3292516,#N/A,#N/A,BRUSSEL SPROUTS,,,#N/A,LB,,1.00,,,,,,,,,
329034,#N/A,#N/A,INSULATED BOTTLE,LIME,,#N/A,OZ,,1.00,,,,,,,,,
329044,#N/A,#N/A,INSULATED BOTTLE,RED,,#N/A,OZ,,1.00,,,,,,,,,
,#N/A,#N/A,,,,,,,,,,,,,,,,
292226,#N/A,#N/A,KAWAMATA TOMATO,,,#N/A,LB,,1.00,,,,,,,,,
3292226,#N/A,#N/A,KAWAMATA TOMATO,,,#N/A,LB,,1.00,Y,,,,,,,,
170110,#N/A,#N/A,CRUMBLED BACON,,,#N/A,OZ,,1.00,,,,,,,,,
3170110,#N/A,#N/A,CRUMBLED BACON,,,#N/A,OZ,,1.00,,,,,,,,,
3115772,#N/A,#N/A,BEEF RIBEYE,LIP-ON B/I,,#N/A,LB,,1.00,Y,,,,,,,,
3043024,#N/A,#N/A,WHIP CREAM TOPPING,,,#N/A,OZ,,1.00,,,,,,,,,
42231,#N/A,#N/A,95% ORGANIC CHEESE,CHEDDAR/CARM ONION,,#N/A,OZ,,1.00,,,,,,,,,
3042231,#N/A,#N/A,95% ORGANIC CHEESE,CHEDDAR/CARM ONION,,#N/A,OZ,,1.00,,,,,,,,,
3117052,#N/A,#N/A,GENOA SALAMI,SAN REMO,,#N/A,LB,,1.00,Y,,,,,,,,
41111,#N/A,#N/A,LOCAL MED EGGS,GRADE A,,#N/A,DZ,,1.00,,,,,,,,,
291724,#N/A,#N/A,HEAD LETTUCE,24'S ,,#N/A,LB,,1.00,,,,,,,,,
291727,#N/A,#N/A,BUTTER  LETTUCE,24'S,,#N/A,EA,,1.00,,,,,,,,,
291728,#N/A,#N/A,HEAD CABBAGE,6 CT IMPORTED,,#N/A,CT,,1.00,,,,,,,,,
291729,#N/A,#N/A,HEAD CABBAGE,3 CT IMPORTED,,#N/A,CT,,1.00,,,,,,,,,
291730,#N/A,#N/A,HEAD CABBAGE,IMPORTED,,#N/A,LB,,1.00,,,,,,,,,
292123,#N/A,#N/A,POTATO,70'S,,#N/A,LB,,1.00,,,,,,,,,
292124,#N/A,#N/A,POTATO,FINGERLING,,#N/A,LB,,1.00,,,,,,,,,
292125,#N/A,#N/A,YUKON GOLD POTATO,A'S,,#N/A,LB,,1.00,,,,,,,,,
292227,#N/A,#N/A,TOMATO,6X6,,#N/A,LB,,1.00,,,,,,,,,
292497,#N/A,#N/A,CELERY,24'S,,#N/A,LB,,1.00,,,,,,,,,
292499,#N/A,#N/A,RED BEETS,,,#N/A,LB,,1.00,,,,,,,,,
292512,#N/A,#N/A,JUMBO CARROTS,,,#N/A,LB,,1.00,,,,,,,,,
295305,#N/A,#N/A,RED DELICIOUS APPLE,FANCY 100'S,,#N/A,LB,,1.00,,,,,,,,,
295376,#N/A,#N/A,PRE-COND AVOCADO,32/36'S,,#N/A,LB,,1.00,,,,,,,,,
295377,#N/A,#N/A,HASS AVOCADO,48/50'S,,#N/A,LB,,1.00,,,,,,,,,
295379,#N/A,#N/A,LIME,200/230'S,,#N/A,LB,,1.00,,,,,,,,,
295380,#N/A,#N/A,PRE-COND PAPAYA,H-1,,#N/A,LB,,1.00,,,,,,,,,
295381,#N/A,#N/A,FUJI APPLE,FANCY 100'S,,#N/A,LB,,1.00,,,,,,,,,
295382,#N/A,#N/A,RED DELICIOUS APPLE,FANCY 125'S,,#N/A,LB,,1.00,,,,,,,,,
295383,#N/A,#N/A,PRE-COND AVOCADO,48/50'S,,#N/A,LB,,1.00,,,,,,,,,
359030,#N/A,#N/A,HOT SLEEVE,,,#N/A,CT,,1.00,,,,,,,,,
362103,#N/A,#N/A,"7"" SQUARE PLATE",PALMTREE,,#N/A,CT,,1.00,,,,,,,,,
3041111,#N/A,#N/A,LOCAL MED EGGS,GRADE A,,#N/A,DZ,,1.00,,,,,,,,,
3359030,#N/A,#N/A,HOT SLEEVE,,,#N/A,CT,,1.00,,,,,,,,,
3362103,#N/A,#N/A,"7"" SQUARE PLATE",PALMTREE,,#N/A,CT,,1.00,,,,,,,,,
3183204,#N/A,#N/A,THAI MARINADE,,,#N/A,OZ,,16.00,,,,,,,,,
130157,#N/A,#N/A,TOASTED SESAME OIL,SPRAY,,#N/A,ML,,1.00,,,,,,,,,
130158,#N/A,#N/A,THAI WOK OIL,SPRAY,,#N/A,ML,,1.00,,,,,,,,,
291535,#N/A,#N/A,BURDOCK,GOBO,,#N/A,LB,,1.00,Y,,,,,,,,
235025,#N/A,#N/A,JASMINE RICE,,,#N/A,LB,,1.00,,,,,,,,,
3010263,#N/A,#N/A,WHITE CORN TORTILLA,"5""",,#N/A,CT,,1.00,,,,,,,,,
113181,#N/A,#N/A,ITALIAN MEATBALL,BEEF & PORK 3 OZ,,#N/A,LB,,1.00,,,,,,,,,
3113181,#N/A,#N/A,ITALIAN MEATBALL,BEEF & PORK 3 OZ,,#N/A,LB,,1.00,,,,,,,,,
113182,#N/A,#N/A,ITALIAN MEATBALL,BEEF & PORK 1 OZ,,#N/A,LB,,1.00,,,,,,,,,
3113182,#N/A,#N/A,ITALIAN MEATBALL,BEEF & PORK 1 OZ,,#N/A,LB,,1.00,,,,,,,,,
113183,#N/A,#N/A,BEEF POT ROAST,W/GRAVY CIB FC,,#N/A,LB,,1.00,,,,,,,,,
3113183,#N/A,#N/A,BEEF POT ROAST,W/GRAVY CIB FC,,#N/A,LB,,1.00,,,,,,,,,
113184,#N/A,#N/A,CHORIZO SAUSAGE,SPANISH STYLE,,#N/A,LB,,1.00,,,,,,,,,
3113184,#N/A,#N/A,CHORIZO SAUSAGE,SPANISH STYLE,,#N/A,LB,,1.00,,,,,,,,,
210115,#N/A,#N/A,BEEF BASE,,,#N/A,LB,,1.00,,,,,,,,,
3210115,#N/A,#N/A,BEEF BASE,,,#N/A,LB,,1.00,,,,,,,,,
841215,#N/A,#N/A,FULL PAN EXTENDER,18X26 PANS,,#N/A,EA,,1.00,Y,,,,,,,,
841216,#N/A,#N/A,HALF PAN EXTENDER,13X18 PANS,,#N/A,EA,,1.00,Y,,,,,,,,
881422,#N/A,#N/A,MICROWAVE,1000W 120V DC,,#N/A,EA,,1.00,Y,,,,,,,,
21006,#N/A,#N/A,PARADISE RST COFFEE,KCUP,,#N/A,CT,,1.00,,,,,,,,,
21007,#N/A,#N/A,KONA ROAST COFFEE,KCUP DECAF,,#N/A,CT,,1.00,,,,,,,,,
3020106,#N/A,#N/A,100% KA'U  COFFEE,GROUND,,#N/A,OZ,,1.00,,,,,,,,,
3020107,#N/A,#N/A,100% KONA COFFEE,GROUND,,#N/A,OZ,,1.00,,,,,,,,,
3020108,#N/A,#N/A,100% KONA COFFEE,GROUND,,#N/A,OZ,,1.00,,,,,,,,,
3020110,#N/A,#N/A,100% KONA COFFEE,BLEND,,#N/A,LB,,1.00,,,,,,,,,
3021001,#N/A,#N/A,TASTE OF THE PACIFIC,GROUND COFFEE,,#N/A,OZ,,1.00,,,,,,,,,
3021002,#N/A,#N/A,TASTE OF THE PACIFIC,WHOLE BEAN COFFEE,,#N/A,OZ,,1.00,,,,,,,,,
3021006,#N/A,#N/A,PARADISE RST COFFEE,KCUP,,#N/A,CT,,1.00,,,,,,,,,
3021007,#N/A,#N/A,KONA ROAST COFFEE,KCUP DECAF,,#N/A,CT,,1.00,,,,,,,,,
3021008,#N/A,#N/A,100% KA'U  COFFEE,WHOLE BEAN,,#N/A,OZ,,1.00,,,,,,,,,
3041033,#N/A,#N/A,SHIRES OF ENGLAND,CHEESE,,#N/A,LB,,1.00,,,,,,,,,
3041263,#N/A,#N/A,GRANA PADANO ,WEDGE,,#N/A,LB,,1.00,Y,,,,,,,,
3063612,#N/A,#N/A,CR‘ME BRULEE MIX,ORIGINAL,,#N/A,LB,2.625,1.00,,,,,,,,,
3063613,#N/A,#N/A,CR‘ME BRULEE MIX,KONA COFFEE,,#N/A,LB,2.3125,1.00,,,,,,,,,
3063614,#N/A,#N/A,CR‘ME BRULEE MIX,MANGO,,#N/A,LB,2.625,1.00,,,,,,,,,
291731,#N/A,#N/A,MANOA LETTUCE,CLAMSHELL,,#N/A,OZ,,1.00,,,,,,,,,
291732,#N/A,#N/A,MANOA LETTUCE,5 LB BULK/BOX,,#N/A,LB,,1.00,,,,,,,,,
291733,#N/A,#N/A,MANOA LETTUCE,10 LB BULK/BOX,,#N/A,LB,,1.00,,,,,,,,,
291734,#N/A,#N/A,RED/GRN LEAF LETT,CLAMSHELL,,#N/A,OZ,,1.00,,,,,,,,,
291735,#N/A,#N/A,RED/GRN LEAF LETT,5 LB BULK/BOX,,#N/A,LB,,1.00,,,,,,,,,
291736,#N/A,#N/A,RED/GRN LEAF LETT,10 LB BULK/BOX,,#N/A,LB,,1.00,,,,,,,,,
291737,#N/A,#N/A,BUTTER  LETTUCE,CLAMSHELL,,#N/A,OZ,,1.00,,,,,,,,,
291738,#N/A,#N/A,BUTTER  LETTUCE,5 LB BULK/BOX,,#N/A,LB,,1.00,,,,,,,,,
291739,#N/A,#N/A,BUTTER  LETTUCE,10 LB BULK/BOX,,#N/A,LB,,1.00,,,,,,,,,
291740,#N/A,#N/A,BABY ROMAINE LETT,BAG,,#N/A,OZ,,1.00,,,,,,,,,
291741,#N/A,#N/A,BABY ROMAINE LETT,5 LB BULK/BOX,,#N/A,LB,,1.00,,,,,,,,,
291742,#N/A,#N/A,BABY ROMAINE LETT,10 LB BULK/BOX,,#N/A,LB,,1.00,,,,,,,,,
292713,#N/A,#N/A,MICROGREEN BLEND,CLAMSHELL 2 OZ,,#N/A,OZ,,1.00,,,,,,,,,
292714,#N/A,#N/A,MICROGREEN BLEND,CLAMSHELL 4 OZ,,#N/A,OZ,,1.00,,,,,,,,,
292715,#N/A,#N/A,MICROGREENS,BAGGED,,#N/A,OZ,,1.00,,,,,,,,,
292716,#N/A,#N/A,TENDRILS PEA,SNOW PEA LVS/SHOOTS,,#N/A,OZ,,1.00,,,,,,,,,
292717,#N/A,#N/A,CHIOGGA BEET,BAGGED,,#N/A,OZ,,1.00,,,,,,,,,
292718,#N/A,#N/A,CHIOGGA BEET,BULK/BOX,,#N/A,LB,,1.00,,,,,,,,,
3291731,#N/A,#N/A,MANOA LETTUCE,CLAMSHELL,,#N/A,OZ,,1.00,,,,,,,,,
3291734,#N/A,#N/A,RED/GRN LEAF LETT,CLAMSHELL,,#N/A,OZ,,1.00,,,,,,,,,
3291737,#N/A,#N/A,BUTTER  LETTUCE,CLAMSHELL,,#N/A,OZ,,1.00,,,,,,,,,
3291740,#N/A,#N/A,BABY ROMAINE LETT,BAGGED,,#N/A,OZ,,1.00,,,,,,,,,
3292717,#N/A,#N/A,CHIOGGA BEET,BAGGED,,#N/A,OZ,,1.00,,,,,,,,,
22010,#N/A,#N/A,BLACK TEA GINGER,DRINK,,#N/A,OZ,,1.00,,,,,,,,,
229007,#N/A,#N/A,KONA COFFEE SPICE,RUB/SEASONINGS,,#N/A,OZ,,1.00,,,,,,,,,
3229007,#N/A,#N/A,KONA COFFEE SPICE,RUB/SEASONINGS,,#N/A,OZ,,1.00,,,,,,,,,
229009,#N/A,#N/A,HAWAIIAN SPICE,RUB/SEASONINGS,,#N/A,OZ,,1.00,,,,,,,,,
3229009,#N/A,#N/A,HAWAIIAN SPICE,RUB/SEASONINGS,,#N/A,OZ,,1.00,,,,,,,,,
229010,#N/A,#N/A,EXOTIC CURRY SPICE,RUB/SEASONINGS,,#N/A,OZ,,1.00,,,,,,,,,
3229010,#N/A,#N/A,EXOTIC CURRY SPICE,RUB/SEASONINGS,,#N/A,OZ,,1.00,,,,,,,,,
229011,#N/A,#N/A,ALAEA SEA SALT SPICE,ALL PURPOSE,,#N/A,OZ,,1.00,,,,,,,,,
3229011,#N/A,#N/A,ALAEA SEA SALT SPICE,ALL PURPOSE,,#N/A,OZ,,1.00,,,,,,,,,
229012,#N/A,#N/A,HERB GARDEN SPICE,SALT/SUGAR FREE,,#N/A,OZ,,1.00,,,,,,,,,
3229012,#N/A,#N/A,HERB GARDEN SPICE,SALT/SUGAR FREE,,#N/A,OZ,,1.00,,,,,,,,,
141591,#N/A,#N/A,CHERRY PEPPERS,WHOLE,,#N/A,GAL,,128.00,,,,,,,,,
329039,#N/A,#N/A,INSULATED BOTTLE,BLACK,,#N/A,OZ,,1.00,,,,,,,,,
295224,#N/A,#N/A,VALENCIA ORANGE,113'S FANCY,,#N/A,LB,,1.00,,,,,,,,,
73009,#N/A,#N/A,POWDER,LI HING MUI,,#N/A,LB,,1.00,,,,,,,,,
3073009,#N/A,#N/A,POWDER,LI HING MUI,,#N/A,LB,,1.00,,,,,,,,,
90156,#N/A,#N/A,ANAHOLA GRANOLA,TRAIL MIX,,#N/A,OZ,,1.00,,,,,,,,,
3090156,#N/A,#N/A,ANAHOLA GRANOLA,TRAIL MIX,,#N/A,OZ,,1.00,,,,,,,,,
315020,#N/A,#N/A,LID,FLAT MOLD CUP,,#N/A,CT,,1.00,,,,,,,,,
3315020,#N/A,#N/A,LID,FLAT MOLD CUP,,#N/A,CT,,1.00,,,,,,,,,
229008,#N/A,#N/A,HAWAIIAN CAJUN,SPICE,,#N/A,OZ,,1.00,,,,,,,,,
229019,#N/A,#N/A,STK & PRIME RIB RUB,SPICE,,#N/A,LB,,1.00,,,,,,,,,
229016,#N/A,#N/A,HAWAIIAN CAJUN,SPICE,,#N/A,LB,,1.00,,,,,,,,,
3229008,#N/A,#N/A,PELE'S FIRE SPICE,ALL PURPOSE,,#N/A,OZ,,1.00,,,,,,,,,
204065,#N/A,#N/A,SQUID SPRING ROLL,,,#N/A,LB,,1.00,,,,,,,,,
3204029,#N/A,#N/A,KIMCHEE MANDOO,50 PCS,,#N/A,OZ,,1.00,,,,,,,,,
3204065,#N/A,#N/A,SQUID SPRING ROLL,,,#N/A,LB,,1.00,,,,,,,,,
229015,#N/A,#N/A,KONA COFFEE ,RUB/SEASONINGS SPICE,,#N/A,LB,,1.00,,,,,,,,,
229017,#N/A,#N/A,HAWAIIAN ,RUB/SEASONINGS SPICE,,#N/A,LB,,1.00,,,,,,,,,
229018,#N/A,#N/A,EXOTIC CURRY SPICE,RUB/SEASONINGS,,#N/A,LB,,1.00,,,,,,,,,
229021,#N/A,#N/A,CHINESE 5 SPICE,,,#N/A,LB,,1.00,,,,,,,,,
3236517,#N/A,#N/A,CURRY WHITE JASMINE RICE,,,#N/A,LB,,1.00,Y,,,,,,,,
3090153,#N/A,#N/A,ANAHOLA GRANOLA,ORIGINAL,,#N/A,OZ,,1.00,,,,,,,,,
90153,#N/A,#N/A,ANAHOLA GRANOLA,ORIGINAL,,#N/A,OZ,,1.00,,,,,,,,,
3090154,#N/A,#N/A,ANAHOLA GRANOLA,MANGO GINGER,,#N/A,OZ,,1.00,,,,,,,,,
90154,#N/A,#N/A,ANAHOLA GRANOLA,MANGO GINGER,,#N/A,OZ,,1.00,,,,,,,,,
3090155,#N/A,#N/A,ANAHOLA GRANOLA,TROPICAL,,#N/A,OZ,,1.00,,,,,,,,,
90155,#N/A,#N/A,ANAHOLA GRANOLA,TROPICAL,,#N/A,OZ,,1.00,,,,,,,,,
295399,#N/A,#N/A,NZ FUJI APPLE,70/80'S,,#N/A,LB,,1.00,,,,,,,,,
3295398,#N/A,#N/A,WHITE PEACH,,,#N/A,LB,,1.00,,,,,,,,,
3183040,#N/A,#N/A,SOY SAUCE,LOW SALT,,#N/A,OZ,,1.00,,,,,,,,,
3114602,#N/A,#N/A,CHICKEN WING,WHOLE,,#N/A,LB,,1.00,Y,,,,,,,,
3203063,#N/A,#N/A,RICE KRISPIE TREATS,ORIGINAL SNACKS,,#N/A,OZ,,1.00,,,,,,,,,
26525,#N/A,#N/A,TEA,BREAKFAST ORGANIC,,#N/A,OZ,,1.00,,,,,,,,,
3026525,#N/A,#N/A,TEA,BREAKFAST ORGANIC,,#N/A,OZ,,1.00,,,,,,,,,
26526,#N/A,#N/A,TEA,EARL GREY ORGANIC,,#N/A,OZ,,1.00,,,,,,,,,
3026526,#N/A,#N/A,TEA,EARL GREY ORGANIC,,#N/A,OZ,,1.00,,,,,,,,,
26527,#N/A,#N/A,TEA,TROPICAL GREEN TEA,,#N/A,OZ,,1.00,,,,,,,,,
3026527,#N/A,#N/A,TEA,TROPICAL GREEN TEA,,#N/A,OZ,,1.00,,,,,,,,,
26528,#N/A,#N/A,TEA,JASMINE DOWNEY PEARL,,#N/A,OZ,,1.00,,,,,,,,,
3026528,#N/A,#N/A,TEA,JASMINE DOWNEY PEARL,,#N/A,OZ,,1.00,,,,,,,,,
26529,#N/A,#N/A,TEA,CHAMOMILE CITRUS,,#N/A,OZ,,1.00,,,,,,,,,
3026529,#N/A,#N/A,TEA,CHAMOMILE CITRUS,,#N/A,OZ,,1.00,,,,,,,,,
26530,#N/A,#N/A,TEA,AFRICAN NECTAR ORGANIC,,#N/A,OZ,,1.00,,,,,,,,,
3026530,#N/A,#N/A,TEA,AFRICAN NECTAR ORGANIC,,#N/A,OZ,,1.00,,,,,,,,,
26535,#N/A,#N/A,TEA,BREAKFAST ORGANIC,,#N/A,CT,,1.00,,,,,,,,,
3026535,#N/A,#N/A,TEA,BREAKFAST ORGANIC,,#N/A,CT,,1.00,,,,,,,,,
26536,#N/A,#N/A,TEA,EARL GREY ORGANIC,,#N/A,CT,,1.00,,,,,,,,,
3026536,#N/A,#N/A,TEA,EARL GREY ORGANIC,,#N/A,CT,,1.00,,,,,,,,,
26537,#N/A,#N/A,TEA,BOMBAY CHAI,,#N/A,CT,,1.00,,,,,,,,,
3026537,#N/A,#N/A,TEA,BOMBAY CHAI,,#N/A,CT,,1.00,,,,,,,,,
26539,#N/A,#N/A,TEA,SPRING JASMINE ORGANIC,,#N/A,CT,,1.00,,,,,,,,,
3026539,#N/A,#N/A,TEA,SPRING JASMINE ORGANIC,,#N/A,CT,,1.00,,,,,,,,,
26555,#N/A,#N/A,TEA,CHAMOMILE CITRUS,,#N/A,CT,,1.00,,,,,,,,,
3026555,#N/A,#N/A,TEA,CHAMOMILE CITRUS,,#N/A,CT,,1.00,,,,,,,,,
26556,#N/A,#N/A,TEA,MINT MELANGE,,#N/A,CT,,1.00,,,,,,,,,
3026556,#N/A,#N/A,TEA,MINT MELANGE,,#N/A,CT,,1.00,,,,,,,,,
26557,#N/A,#N/A,TEA,AFRICAN NECTAR ORGANIC,,#N/A,CT,,1.00,,,,,,,,,
3026557,#N/A,#N/A,TEA,AFRICAN NECTAR ORGANIC,,#N/A,CT,,1.00,,,,,,,,,
26558,#N/A,#N/A,TEA,WILD BERRY HIBISCUS,,#N/A,CT,,1.00,,,,,,,,,
3026558,#N/A,#N/A,TEA,WILD BERRY HIBISCUS,,#N/A,CT,,1.00,,,,,,,,,
26534,#N/A,#N/A,TEA,MATCHA ORGANIC,,#N/A,OZ,,1.00,,,,,,,,,
3026534,#N/A,#N/A,TEA,MATCHA ORGANIC,,#N/A,OZ,,1.00,,,,,,,,,
26538,#N/A,#N/A,TEA,TROPICAL GREEN TEA,,#N/A,CT,,1.00,,,,,,,,,
3026538,#N/A,#N/A,TEA,TROPICAL GREEN TEA,,#N/A,CT,,1.00,,,,,,,,,
190101,#N/A,#N/A,BEER BATTER SHRIMP,31-35,,#N/A,LB,,1.00,,,,,,,,,
190102,#N/A,#N/A,BEER BATTERED  COD,2 OZ PUBHOUSE,,#N/A,LB,,1.00,,,,,,,,,
190103,#N/A,#N/A,BREADED CRABCAKE,85 OZ SEAFOOD,,#N/A,LB,,1.00,,,,,,,,,
